Number of C5.0 Attributes,Number of Event Types,Number of Values,Number of Selection Constraints,Number of Attributes,Number of Relevant Types,Window,Number of Errors,Original Precision,Original Recall,Original F-score,Misclassification Cost Estimate,Final Precision,Final Recall,Final F-score,iCEP Precision,iCEP Recall,iCEP F-score
105,15,50,0,0,3,10,4619,0.919516786946972,1.0,0.9580711074785452,9.333333015441895,0.996879334257975,0.981061252346016,0.9889070427379827,1.0,1.0,1.0
225,15,50,4,8,3,10,567,0.999400299850075,1.0,0.9997000599880024,1.3333333730697632,0.999400299850075,1.0,0.9997000599880024,0.0,0.0,0.0
195,15,50,3,6,3,10,587,0.9964125560538116,1.0,0.9982030548068284,2.0,0.9973070017953322,1.0,0.9986516853932585,0.0,0.0,0.0
165,15,50,2,4,3,10,659,0.9921704658077304,0.9999001198561726,0.9960202964879116,2.0,0.9953271028037384,0.9999001198561726,0.9976083707025412,1.0,0.921716982545509,0.9592640237009318
135,15,50,1,2,3,10,608,0.9951301928046115,0.997807673143996,0.9964671343981689,3.3333332538604736,0.99651359697181,0.9969108121574489,0.9967121649895386,1.0,0.9248277927523211,0.9609460090244282
105,15,50,0,0,3,10,5354,0.9083891295785742,1.0,0.9519957072687497,8.666666984558105,0.99706457925636,0.9719909816163719,0.9843681391059981,1.0,1.0,1.0
225,15,50,4,8,3,10,625,0.9958171496862862,1.0,0.9979041916167665,1.3333333730697632,0.9962140081697718,1.0,0.998103413855061,0.0,0.0,0.0
195,15,50,3,6,3,10,638,0.9958171496862862,1.0,0.9979041916167665,0.6666666865348816,0.9960155393963542,1.0,0.998003792793692,0.0,0.0,0.0
165,15,50,2,4,3,10,581,0.9965118596770979,1.0,0.9982528827434732,2.0,0.9977050488924366,1.0,0.9988512062334548,1.0,1.0,1.0
135,15,50,1,2,3,10,1212,0.9825520084363916,0.9976637788377299,0.9900502318392581,7.333333492279053,0.9959187639685162,0.9976637788377299,0.9967905076833301,1.0,0.9056617647058823,0.950495813558668
105,15,50,0,0,3,10,4326,0.9383928571428571,0.9915944763701862,0.9642603945118646,9.333333015441895,0.9965044614110937,0.9291534436915687,0.9616511318242345,1.0,1.0,1.0
225,15,50,4,8,3,10,590,0.9996001199640108,1.0,0.9998000199980002,2.0,0.9990008991907283,1.0,0.999500199920032,0.0,0.0,0.0
195,15,50,3,6,3,10,569,0.9964125560538116,1.0,0.9982030548068284,0.0,0.9964125560538116,1.0,0.9982030548068284,0.0,0.0,0.0
165,15,50,2,4,3,10,600,0.9970086748429554,1.0,0.9985020970641102,0.0,0.9970086748429554,1.0,0.9985020970641102,1.0,1.0,1.0
135,15,50,1,2,3,10,554,0.9978046103183315,1.0,0.9989010989010989,1.3333333730697632,0.9978046103183315,1.0,0.9989010989010989,0.9996269213550216,1.0,0.9998134258740997
105,15,50,0,0,3,10,5322,0.9013542628501078,1.0,0.9481181707810603,10.0,0.9965373346355323,0.958169711456377,0.9769769769769769,1.0,1.0,1.0
225,15,50,4,8,3,10,605,0.9964125560538116,1.0,0.9982030548068284,0.0,0.9964125560538116,1.0,0.9982030548068284,0.0,0.0,0.0
195,15,50,3,6,3,10,610,0.9917675064471335,1.0,0.995866739704198,0.0,0.9917675064471335,1.0,0.995866739704198,0.0,0.0,0.0
165,15,50,2,4,3,10,624,0.9961147638971907,1.0,0.9980536008384489,1.3333333730697632,0.9961147638971907,1.0,0.9980536008384489,1.0,1.0,1.0
135,15,50,1,2,3,10,941,0.9863578368829129,1.0,0.993132071742675,2.6666667461395264,0.9905353445726116,0.9997014925373134,0.9950973109493388,1.0,0.9227886056971514,0.9598440545808967
105,15,50,0,0,3,10,5060,0.900482647667203,1.0,0.9476357479743621,9.333333015441895,0.9920860215053764,0.9811978900799728,0.98661191667736,1.0,1.0,1.0
225,15,50,4,8,3,10,596,0.9947274174293673,1.0,0.997356740312204,1.3333333730697632,0.9978046103183315,1.0,0.9989010989010989,0.0,0.0,0.0
195,15,50,3,6,3,10,548,0.995717984465246,1.0,0.9978543984831096,2.6666667461395264,0.9982030548068284,1.0,0.9991007194244604,0.0,0.0,0.0
165,15,50,2,4,3,10,571,0.997506731824075,1.0,0.9987518098756802,0.6666666865348816,0.997506731824075,1.0,0.9987518098756802,1.0,1.0,1.0
135,15,50,1,2,3,10,508,0.9965118596770979,1.0,0.9982528827434732,1.3333333730697632,0.9979041916167665,1.0,0.9989509965532744,1.0,0.9603240081002025,0.9797604927880017
105,15,50,0,0,3,10,5384,0.9044432339895728,1.0,0.9498243033423225,10.0,0.9977564390200125,0.9565516648025467,0.9767196696828605,1.0,1.0,1.0
225,15,50,4,8,3,10,591,0.9978046103183315,1.0,0.9989010989010989,2.6666667461395264,0.9985020970641102,1.0,0.9992504871833308,0.0,0.0,0.0
195,15,50,3,6,3,10,628,0.9924565756823821,1.0,0.9962140081697719,2.0,0.9915708052360175,1.0,0.9957675646068814,0.0,0.0,0.0
165,15,50,2,4,3,10,555,0.9992005596082743,1.0,0.9996001199640108,0.0,0.9992005596082743,1.0,0.9996001199640108,1.0,0.971212800957081,0.9853961992186018
135,15,50,1,2,3,10,1689,0.964272353161242,0.9993215081903655,0.9814841258508258,3.3333332538604736,0.9896313364055299,0.9991276533876127,0.9943568224569527,1.0,0.9028233749179252,0.9489302967563836
105,15,50,0,0,3,10,5075,0.8953079627082378,1.0,0.9447625191516812,8.666666984558105,0.9960640486626711,0.950409696142028,0.9727014632015725,1.0,1.0,1.0
225,15,50,4,8,3,10,578,0.997207539642964,1.0,0.9986018176370718,1.3333333730697632,0.9967105263157895,1.0,0.9983525535420099,0.0,0.0,0.0
195,15,50,3,6,3,10,565,0.9955197132616488,1.0,0.9977548271216884,0.0,0.9955197132616488,1.0,0.9977548271216884,0.0,0.0,0.0
165,15,50,2,4,3,10,527,0.9975059856344772,1.0,0.9987514358487739,1.3333333730697632,0.9975059856344772,1.0,0.9987514358487739,0.9996173859810223,0.981885147324113,0.990671924768694
135,15,50,1,2,3,10,589,0.9941445017864232,0.9991023339317774,0.996617252014725,4.0,0.9957235206364993,0.9986036305605426,0.9971614959414372,0.9996061131243107,0.9569381598793364,0.977806889111505
105,15,50,0,0,3,10,4025,0.9480929629929549,1.0,0.9733549486635906,8.0,0.9969069507689664,0.9910317731465664,0.9939606801730415,1.0,1.0,1.0
225,15,50,4,8,3,10,587,0.9987015581302437,1.0,0.9993503573034831,0.0,0.9987015581302437,1.0,0.9993503573034831,0.0,0.0,0.0
195,15,50,3,6,3,10,566,0.9959163346613545,1.0,0.9979539897200459,0.0,0.9959163346613545,1.0,0.9979539897200459,0.0,0.0,0.0
165,15,50,2,4,3,10,652,0.9988013185495954,1.0,0.999400299850075,0.0,0.9988013185495954,1.0,0.999400299850075,1.0,0.9652866481328425,0.9823367487383393
135,15,50,1,2,3,10,567,0.9953215210033844,1.0,0.9976552756298328,0.0,0.9953215210033844,1.0,0.9976552756298328,1.0,1.0,1.0
105,15,50,0,0,3,10,4793,0.893119159780678,1.0,0.9435424655299013,10.0,0.9979290706704633,1.0,0.9989634620367971,1.0,1.0,1.0
225,15,50,4,8,3,10,571,0.9969092721834496,1.0,0.9984522442458436,0.6666666865348816,0.9978046103183315,1.0,0.9989010989010989,0.0,0.0,0.0
195,15,50,3,6,3,10,614,0.9967105263157895,1.0,0.9983525535420099,1.3333333730697632,0.9967105263157895,1.0,0.9983525535420099,0.0,0.0,0.0
165,15,50,2,4,3,10,481,0.9988013185495954,1.0,0.999400299850075,0.0,0.9988013185495954,1.0,0.999400299850075,1.0,1.0,1.0
135,15,50,1,2,3,10,1359,0.9762225644974971,0.9993102089081592,0.9876314764316324,6.666666507720947,0.9929494712103408,0.9992116673236106,0.9960707269155207,1.0,0.9148746186472207,0.9555451931297116
105,15,50,0,0,3,10,5688,0.908232745280099,1.0,0.9519098207769038,9.333333015441895,0.9947603504552482,0.9866246379280967,0.9906757912745937,1.0,1.0,1.0
225,15,50,4,8,3,10,620,0.9956188389923329,1.0,0.9978046103183316,1.3333333730697632,0.9956188389923329,1.0,0.9978046103183316,0.0,0.0,0.0
195,15,50,3,6,3,10,603,0.9925550923168552,1.0,0.9962636377223135,0.6666666865348816,0.99235807860262,1.0,0.9961643835616438,0.0,0.0,0.0
165,15,50,2,4,3,10,570,0.9958171496862862,1.0,0.9979041916167665,0.0,0.9958171496862862,1.0,0.9979041916167665,1.0,0.9268073641670409,0.9620135166627826
135,15,50,1,2,3,10,589,0.9962162700388331,1.0,0.9981045490822027,2.0,0.9972092096082926,1.0,0.9986026549555843,1.0,0.9595284577263854,0.9793462850136031
105,15,50,0,0,3,10,4446,0.934733257661748,1.0,0.9662657670871223,9.333333015441895,0.9974002689376961,0.9650446699627028,0.980955739728443,1.0,1.0,1.0
225,15,50,4,8,3,10,590,0.9967105263157895,1.0,0.9983525535420099,0.0,0.9967105263157895,1.0,0.9983525535420099,0.0,0.0,0.0
195,15,50,3,6,3,10,605,0.9933439300615935,1.0,0.9966608522302517,0.6666666865348816,0.9933439300615935,1.0,0.9966608522302517,0.0,0.0,0.0
165,15,50,2,4,3,10,627,0.9983027156549521,1.0,0.9991506370222334,0.6666666865348816,0.9986018176370718,1.0,0.9993004197481512,1.0,0.9642054815036694,0.9817765916889059
135,15,50,1,2,3,10,615,0.9986018176370718,1.0,0.9993004197481512,2.6666667461395264,0.9990008991907283,1.0,0.999500199920032,0.9998432356168678,0.9635168819397235,0.9813440012309113
105,15,50,0,0,3,10,5396,0.9069892887416198,1.0,0.9512264112821756,10.0,0.9964788732394366,0.9858113848768054,0.9911164260698727,1.0,1.0,1.0
225,15,50,4,8,3,10,605,0.996313272220008,1.0,0.9981532318442725,0.6666666865348816,0.9945295404814004,1.0,0.9972572682391662,0.0,0.0,0.0
195,15,50,3,6,3,10,580,0.9955197132616488,1.0,0.9977548271216884,0.0,0.9955197132616488,1.0,0.9977548271216884,0.0,0.0,0.0
